pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1450 b,Kepler-1450,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,54.5094166,0.000527,-0.000527,0,,,,,1.71,0.13,-0.11,0,0.153,0.012,-0.01,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4524,104.75,-94.04,0,0.68,0.03,-0.04,0,0.71,0.03,-0.04,0,-0.02,0.146,-0.147,0,[Fe/H],4.63,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m12.88s,294.5536825,+45d04m52.68s,45.0813011,505.829,7.4105,-7.4105,15.923,0.229,-0.229,12.908,0.028,-0.028,15.4892,0.000455,-0.000455,5/6/16,2016-05,5/10/16
Kepler-1451 b,Kepler-1451,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,35.622233,0.0002098,-0.0002098,0,,,,,3.35,0.62,-0.66,0,0.299,0.055,-0.059,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5782,133.65,-186.17,0,0.99,0.18,-0.1,0,1,0.07,-0.07,0,0.01,0.135,-0.164,0,[Fe/H],4.45,0.07,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m47.14s,293.4464227,+40d24m35.57s,40.4098813,1058.72,30.47,-28.83,15.313,0.115,-0.115,13.66,0.049,-0.049,15.2999,0.000556,-0.000556,5/6/16,2016-05,5/10/16
Kepler-1452 b,Kepler-1452,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,42.913751,0.0003689,-0.0003689,0,,,,,2.7,0.39,-0.35,0,0.241,0.035,-0.031,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6101,90.21,-112.92,0,2.06,0.28,-0.26,0,1.41,0.11,-0.14,0,0.14,0.081,-0.093,0,[Fe/H],3.95,0.08,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m41.47s,292.422792,+38d15m58.62s,38.2662824,996.32,16.01,-15.518,13.215,0.103,-0.103,11.635,0.021,-0.021,13.0714,0.000345,-0.000345,5/6/16,2016-05,5/10/16
Kepler-1453 b,Kepler-1453,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,47.1611696,0.0004176,-0.0004176,0,,,,,2.67,0.44,-0.21,0,0.238,0.039,-0.019,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5665,68.09,-70.11,0,0.94,0.15,-0.07,0,0.97,0.04,-0.05,0,0.01,0.126,-0.164,0,[Fe/H],4.48,0.05,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m30.12s,286.1255037,+47d56m51.21s,47.9475586,1196.04,41.99,-39.29,15.695,0.137,-0.137,13.999,0.052,-0.052,15.5278,0.00074,-0.00074,5/6/16,2016-05,5/10/16
Kepler-1454 b,Kepler-1454,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,47.0319479,0.0006695,-0.0006695,0,,,,,1.88,0.19,-0.17,0,0.168,0.017,-0.015,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5448,59.86,-64.34,0,0.86,0.08,-0.05,0,0.9,0.04,-0.05,0,-0.02,0.147,-0.169,0,[Fe/H],4.53,0.04,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m53.60s,284.2233265,+48d49m54.20s,48.8317229,780.566,14.949,-14.407,15.009,0.035,-0.035,13.189,0.033,-0.033,14.8994,0.000332,-0.000332,5/6/16,2016-05,5/10/16
Kepler-1455 b,Kepler-1455,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,49.276764,0.0003737,-0.0003737,0,,,,,2.16,0.15,-0.16,0,0.193,0.013,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4075,61.23,-57.4,0,0.6,0.03,-0.04,0,0.62,0.03,-0.04,0,-0.02,0.134,-0.167,0,[Fe/H],4.68,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m19.94s,294.0830662,+50d30m09.93s,50.5027572,357.621,5.284,-5.284,16.06,0.114,-0.114,12.922,0.032,-0.032,15.8657,0.000745,-0.000745,5/6/16,2016-05,5/10/16
Kepler-1456 b,Kepler-1456,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.1373829,0.0001854,-0.0001854,0,,,,,1.14,0.09,-0.15,0,0.102,0.008,-0.013,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4231,68.4,-85.61,0,0.62,0.04,-0.07,0,0.64,0.05,-0.08,0,-0.09,0.212,-0.336,0,[Fe/H],4.67,0.05,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m46.88s,286.9453381,+43d49m22.09s,43.8228023,370.312,4.089,-4.002,15.777,0.355,-0.355,12.681,0.024,-0.024,15.445,0.000565,-0.000565,5/6/16,2016-05,5/10/16
Kepler-1457 b,Kepler-1457,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,51.1110243,0.0003738,-0.0003738,0,,,,,1.99,0.31,-0.2,0,0.178,0.028,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5866,137.28,-119.79,0,1.01,0.15,-0.1,0,1.01,0.07,-0.07,0,-0.05,0.154,-0.189,0,[Fe/H],4.43,0.07,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h55m04.93s,283.7705481,+42d01m37.93s,42.027203,889.885,11.771,-11.473,14.066,0.137,-0.137,12.542,0.027,-0.027,14.0283,0.000225,-0.000225,5/6/16,2016-05,5/10/16
Kepler-1458 b,Kepler-1458,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,47.9872764,0.0001776,-0.0001776,0,,,,,2.76,0.42,-0.21,0,0.246,0.037,-0.019,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5653,119.66,-136.13,0,0.94,0.14,-0.07,0,0.96,0.05,-0.05,0,0.02,0.131,-0.161,0,[Fe/H],4.48,0.06,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m50.78s,283.2115971,+41d02m16.85s,41.0380135,544.45,4.89,-4.805,14.434,0.092,-0.092,12.509,0.026,-0.026,14.1996,0.000455,-0.000455,5/6/16,2016-05,5/10/16
Kepler-1459 b,Kepler-1459,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,62.8691611,0.0009586,-0.0009586,0,,,,,1.36,0.1,-0.08,0,0.121,0.009,-0.007,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4828,42.43,-40.76,0,0.74,0.02,-0.03,0,0.78,0.03,-0.04,0,0.01,0.15,-0.161,0,[Fe/H],4.61,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m41.51s,282.4229401,+46d00m50.31s,46.0139761,455.479,4.342,-4.261,14.893,0.114,-0.114,12.384,0.016,-0.016,14.5519,0.000297,-0.000297,5/6/16,2016-05,5/10/16
Kepler-146 b,Kepler-146,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,31.158799,0.000079,-0.000079,0,0.2,,,0,3.71,0.7,-0.7,0,0.331,0.062,-0.062,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5948,100,-100,0,1.21,0.23,-0.23,0,,,,,,,,,,4.31,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m26.58s,294.1107631,+38d42m36.80s,38.7102222,716.797,9.344,-9.344,13.921,0.092,-0.092,12.475,0.023,-0.023,13.8031,0.000238,-0.000238,5/14/14,2014-03,5/14/14
Kepler-146 c,Kepler-146,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,76.732171,0.000609,-0.000609,0,0.364,,,0,3.13,0.59,-0.59,0,0.279,0.053,-0.053,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5948,100,-100,0,1.21,0.23,-0.23,0,,,,,,,,,,4.31,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m26.58s,294.1107631,+38d42m36.80s,38.7102222,716.797,9.344,-9.344,13.921,0.092,-0.092,12.475,0.023,-0.023,13.8031,0.000238,-0.000238,5/14/14,2014-03,5/14/14
Kepler-1460 b,Kepler-1460,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,29.9633247,0.0002186,-0.0002186,0,,,,,1.96,0.14,-0.13,0,0.175,0.012,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4422,43.62,-45.02,0,0.67,0.02,-0.04,0,0.7,0.03,-0.05,0,-0.02,0.18,-0.172,0,[Fe/H],4.64,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m13.87s,285.5577888,+44d00m38.96s,44.0108221,553.218,9.939,-9.601,16.166,0.252,-0.252,13.359,0.04,-0.04,15.9191,0.000575,-0.000575,5/6/16,2016-05,5/10/16
Kepler-1461 b,Kepler-1461,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,29.3494775,0.0001832,-0.0001832,0,,,,,2.03,0.09,-0.16,0,0.181,0.008,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4919,49.81,-58.16,0,0.74,0.03,-0.04,0,0.79,0.04,-0.05,0,-0.04,0.174,-0.174,0,[Fe/H],4.6,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h03m19.32s,285.8305091,+43d11m54.16s,43.198377,679.106,14.135,-13.581,15.828,0.115,-0.115,13.471,0.035,-0.035,15.6949,0.000506,-0.000506,5/6/16,2016-05,5/10/16
Kepler-1462 b,Kepler-1462,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,65.6488341,0.0006621,-0.0006621,0,,,,,3.82,0.82,-0.39,0,0.341,0.073,-0.035,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5756,144.59,-206.5,0,1,0.21,-0.1,0,1,0.07,-0.07,0,0.06,0.146,-0.142,0,[Fe/H],4.45,0.07,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m35.41s,296.397542,+42d23m48.94s,42.3969273,1017.82,49.52,-45.196,15.888,0.115,-0.115,14.058,0.054,-0.054,15.8562,0.000676,-0.000676,5/6/16,2016-05,5/10/16
Kepler-1463 b,Kepler-1463,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,25.15864,0.0005123,-0.0005123,0,,,,,1.86,0.33,-0.19,0,0.166,0.029,-0.017,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5679,93.91,-125.8,0,0.95,0.16,-0.08,0,0.96,0.05,-0.06,0,0,0.147,-0.191,0,[Fe/H],4.47,0.06,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m56.95s,294.4872785,+42d00m24.86s,42.0069064,1687.47,97.02,-87.18,15.905,0.332,-0.332,14.015,0.058,-0.058,15.7236,0.000527,-0.000527,5/6/16,2016-05,5/10/16
Kepler-1464 b,Kepler-1464,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.7785901,0.0002734,-0.0002734,0,,,,,1.66,0.29,-0.16,0,0.148,0.026,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5828,112.18,-169.63,0,1.01,0.17,-0.09,0,1.02,0.06,-0.06,0,0.03,0.147,-0.162,0,[Fe/H],4.44,0.07,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m56.56s,287.2356828,+38d45m14.70s,38.7540824,1151.73,21.52,-20.75,14.358,0.092,-0.092,12.507,0.025,-0.025,14.1296,0.000239,-0.000239,5/6/16,2016-05,5/10/16
Kepler-1464 c,Kepler-1464,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.32786292,0.00005389,-0.00005389,0,,,,,1,0.22,-0.11,0,0.089,0.02,-0.01,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5828,112.18,-169.63,0,1.01,0.17,-0.09,0,1.02,0.06,-0.06,0,0.03,0.147,-0.162,0,[Fe/H],4.44,0.07,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m56.56s,287.2356828,+38d45m14.70s,38.7540824,1151.73,21.52,-20.75,14.358,0.092,-0.092,12.507,0.025,-0.025,14.1296,0.000239,-0.000239,5/6/16,2016-05,5/10/16
Kepler-1465 b,Kepler-1465,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.8277111,0.0001219,-0.0001219,0,,,,,1.77,0.35,-0.19,0,0.158,0.031,-0.017,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4726,60.73,-75.37,0,0.71,0.03,-0.04,0,0.75,0.04,-0.05,0,-0.06,0.174,-0.175,0,[Fe/H],4.62,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m16.66s,289.8194222,+51d54m17.47s,51.9048541,359.497,10.612,-10.03,14.724,0.092,-0.092,12.043,0.025,-0.025,14.42,0.00034,-0.00034,5/6/16,2016-05,5/10/16
Kepler-1466 b,Kepler-1466,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,31.1750448,0.0002157,-0.0002157,0,,,,,1.55,0.27,-0.17,0,0.138,0.024,-0.015,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5884,144.58,-128.07,0,1.02,0.17,-0.1,0,1.01,0.07,-0.07,0,-0.07,0.149,-0.196,0,[Fe/H],4.43,0.07,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m19.50s,289.8312418,+44d36m35.43s,44.6098415,631.949,6.1785,-6.1785,14.026,0.092,-0.092,12.408,0.016,-0.016,13.8694,0.000234,-0.000234,5/6/16,2016-05,5/10/16
Kepler-1467 b,Kepler-1467,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,47.0569043,0.0001835,-0.0001835,0,,,,,3.3,0.31,-0.25,0,0.294,0.028,-0.022,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5332,179.19,-173.73,0,0.82,0.07,-0.06,0,0.86,0.06,-0.06,0,-0.07,0.159,-0.187,0,[Fe/H],4.55,0.04,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m11.65s,295.0485389,+45d20m33.64s,45.3426781,852.888,21.2515,-21.2515,15.83,0.229,-0.229,13.577,0.045,-0.045,15.5207,0.001106,-0.001106,5/6/16,2016-05,5/10/16
Kepler-1468 b,Kepler-1468,1,1,3,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.23984869,0.00003988,-0.00003988,0,,,,,1.73,0.41,-0.19,0,0.154,0.037,-0.017,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5893,162.9,-197.95,0,1.05,0.18,-0.11,0,1.04,0.08,-0.07,0,0.03,0.14,-0.164,0,[Fe/H],4.42,0.07,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m04.76s,293.5198289,+41d16m38.52s,41.2773671,1899.24,89.82,-89.82,15.111,0.217,-0.217,13.458,0.042,-0.042,14.9515,0.000308,-0.000308,5/6/16,2016-05,5/10/16
Kepler-1468 c,Kepler-1468,1,1,3,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.54553021,0.00002273,-0.00002273,0,,,,,1.15,0.25,-0.13,0,0.103,0.022,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5893,162.9,-197.95,0,1.05,0.18,-0.11,0,1.04,0.08,-0.07,0,0.03,0.14,-0.164,0,[Fe/H],4.42,0.07,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m04.76s,293.5198289,+41d16m38.52s,41.2773671,1899.24,89.82,-89.82,15.111,0.217,-0.217,13.458,0.042,-0.042,14.9515,0.000308,-0.000308,5/6/16,2016-05,5/10/16
Kepler-1468 d,Kepler-1468,1,1,3,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,19.59059906,,,0,,,,,3.332,,,0,0.297,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5794,78,-78,0,1.5,0.24,-0.3,0,1.07,0.11,-0.08,0,0.14,0.15,-0.15,0,[Fe/H],4.12,0.18,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m04.76s,293.5198289,+41d16m38.52s,41.2773671,1899.24,89.82,-89.82,15.111,0.217,-0.217,13.458,0.042,-0.042,14.9515,0.000308,-0.000308,12/5/21,2022-02,12/5/21
Kepler-1469 b,Kepler-1469,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.8635301,0.0001219,-0.0001219,0,,,,,2.8,0.37,-0.26,0,0.25,0.033,-0.023,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5507,128.4,-170.81,0,0.89,0.12,-0.06,0,0.92,0.05,-0.05,0,0.02,0.14,-0.171,0,[Fe/H],4.51,0.05,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m17.12s,293.8213286,+39d23m28.82s,39.3913385,1159.3,49.72,-45.85,16.2388,0.0459,-0.0459,14.119,0.068,-0.068,15.9891,0.000885,-0.000885,5/6/16,2016-05,5/10/16
